x,y,z_COG,w_COG,z_MoM,w_MoM,z_ModMoM,w_ModMoM,z_CA,w_CA
2.1,0.2,1.8954128440366975,807.6929071430176,1.1500000000000001,647.4500000000107,1.1500000000000001,647.4500000000107,1.3681818181818184,739.2681818182135
2.1,0.3,1.8954128440366975,807.6929071430176,1.1500000000000001,647.4500000000107,1.1500000000000001,647.4500000000107,1.3681818181818184,739.2681818182135
2.1,0.4,1.8954128440366975,807.6929071430176,1.1500000000000001,647.4500000000107,1.1500000000000001,647.4500000000107,1.3681818181818184,739.2681818182135
2.1,0.5,1.9184210526315795,810.0491262726031,1.25,649.9500000000114,1.25,649.9500000000114,1.4374999999999998,743.7000000000327
2.1,0.6,3.9183206106870214,821.15467691506,1.5,659.9500000000136,1.5,659.9500000000137,2.8409090909090904,772.677272727312
2.1,0.7,4.683720930232558,821.1546769150601,5.0,659.9500000000136,5.0,659.9500000000137,3.5000000000000004,773.0269230769626
2.1,0.8,4.87014944116539,807.6929071430176,5.0,647.4500000000107,5.0,647.4500000000107,4.020408163265307,755.817346938811
2.1,0.9,4.962578495450468,807.6929071430176,5.0,647.4500000000107,5.0,647.4500000000107,4.463414634146341,750.1329268293024
2.1,1.0,4.999999999999999,807.6929071430176,5.0,647.4500000000107,5.0,647.4500000000107,5.0,739.2681818182135
2.1,1.1,5.037421504549531,807.6929071430176,5.0,647.4500000000107,5.0,647.4500000000107,5.536585365853658,750.1329268293023
2.1,1.2,5.129850558834608,807.6929071430176,5.0,647.4500000000107,5.0,647.4500000000107,5.979591836734693,755.8173469388109
2.1,1.3,5.316279069767444,821.1546769150601,5.0,659.9500000000136,5.0,659.9500000000137,6.500000000000002,773.0269230769625
2.1,1.4,6.081679389312978,821.1546769150601,8.5,659.9500000000136,8.5,659.9500000000137,7.159090909090908,772.677272727312
2.1,1.5,8.081578947368422,810.0491262726031,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.562499999999998,743.7000000000327
2.1,1.6,8.104587155963307,807.6929071430176,8.85,647.4500000000107,8.85,647.4500000000107,8.631818181818183,739.2681818182135
2.1,1.7,8.104587155963307,807.6929071430176,8.85,647.4500000000107,8.85,647.4500000000107,8.631818181818183,739.2681818182135
2.1,1.8,8.104587155963307,807.6929071430176,8.85,647.4500000000107,8.85,647.4500000000107,8.631818181818183,739.2681818182135
2.1,1.9,8.104587155963307,807.6929071430176,8.85,647.4500000000107,8.85,647.4500000000107,8.631818181818183,739.2681818182135
2.1,2.0,8.104587155963307,807.6929071430176,8.85,647.4500000000107,8.85,647.4500000000107,8.631818181818183,739.2681818182135
2.2,0.0,1.8730826323602174,799.8316391737474,1.1,644.9500000000104,1.1,644.9500000000103,1.3285714285714285,728.2316326530904
2.2,0.1,1.8730826323602174,799.8316391737474,1.1,644.9500000000104,1.1,644.9500000000103,1.3285714285714285,728.2316326530904
2.2,0.2,1.8730826323602174,799.8316391737474,1.1,644.9500000000104,1.1,644.9500000000103,1.3285714285714285,728.2316326530904
2.2,0.3,1.8730826323602174,799.8316391737474,1.1,644.9500000000104,1.1,644.9500000000103,1.3285714285714285,728.2316326530904
2.2,0.4,1.8730826323602174,799.8316391737474,1.1,644.9500000000104,1.1,644.9500000000103,1.3285714285714285,728.2316326530904
2.2,0.5,1.9184210526315795,804.5026675152927,1.25,649.9500000000114,1.25,649.9500000000114,1.441304347826087,736.9239130435093
2.2,0.6,3.9183206106870214,815.9213583540195,1.5,659.9500000000136,1.5,659.9500000000137,2.8875,768.7125000000385
2.2,0.7,4.683720930232558,815.9213583540195,5.0,659.9500000000136,5.0,659.9500000000137,3.5175675675675677,766.1878378378756
2.2,0.8,4.8738101049548455,799.8316391737474,5.0,644.9500000000104,5.0,644.9500000000103,4.013698630136986,748.5226027397598
2.2,0.9,4.963654468508837,799.8316391737474,5.0,644.9500000000104,5.0,644.9500000000103,4.459016393442623,741.3565573770815
2.2,1.0,5.0,799.8316391737474,5.0,644.9500000000104,5.0,644.9500000000103,5.0,728.2316326530904
2.2,1.1,5.036345531491162,799.8316391737474,5.0,644.9500000000104,5.0,644.9500000000103,5.540983606557377,741.3565573770813
2.2,1.2,5.126189895045153,799.8316391737474,5.0,644.9500000000104,5.0,644.9500000000103,5.986301369863013,748.5226027397598
2.2,1.3,5.316279069767444,815.9213583540195,5.0,659.9500000000136,5.0,659.9500000000137,6.482432432432432,766.1878378378757
2.2,1.4,6.081679389312978,815.9213583540195,8.5,659.9500000000136,8.5,659.9500000000137,7.112499999999999,768.7125000000384
2.2,1.5,8.081578947368422,804.5026675152927,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.558695652173913,736.9239130435093
2.2,1.6,8.12691736763978,799.8316391737474,8.9,644.9500000000104,8.9,644.9500000000103,8.671428571428573,728.2316326530904
2.2,1.7,8.12691736763978,799.8316391737474,8.9,644.9500000000104,8.9,644.9500000000103,8.671428571428573,728.2316326530904
2.2,1.8,8.12691736763978,799.8316391737474,8.9,644.9500000000104,8.9,644.9500000000103,8.671428571428573,728.2316326530904
2.2,1.9,8.12691736763978,799.8316391737474,8.9,644.9500000000104,8.9,644.9500000000103,8.671428571428573,728.2316326530904
2.2,2.0,8.12691736763978,799.8316391737474,8.9,644.9500000000104,8.9,644.9500000000103,8.671428571428573,728.2316326530904
2.3,0.0,1.8514443909484835,790.9737186710867,1.05,642.4500000000097,1.05,642.4500000000096,1.2953608247422683,716.7943298969337
2.3,0.1,1.8514443909484835,790.9737186710867,1.05,642.4500000000097,1.05,642.4500000000096,1.2953608247422683,716.7943298969337
2.3,0.2,1.8514443909484835,790.9737186710867,1.05,642.4500000000097,1.05,642.4500000000096,1.2953608247422683,716.7943298969337
2.3,0.3,1.8514443909484835,790.9737186710867,1.05,642.4500000000097,1.05,642.4500000000096,1.2953608247422683,716.7943298969337
2.3,0.4,1.8514443909484835,790.9737186710867,1.05,642.4500000000097,1.05,642.4500000000096,1.2953608247422683,716.7943298969337
2.3,0.5,1.9184210526315795,797.8968970867093,1.25,649.9500000000114,1.25,649.9500000000114,1.4568181818181818,729.5113636363932
2.3,0.6,3.9183206106870214,809.6204372481723,1.5,659.9500000000136,1.5,659.9500000000137,2.9451612903225812,764.4774193548762
2.3,0.7,4.683720930232558,809.620437248172,5.0,659.9500000000136,5.0,659.9500000000137,3.544285714285714,758.5414285714646
2.3,0.8,4.877094972067038,790.9737186710867,5.0,642.4500000000097,5.0,642.4500000000096,4.006896551724139,741.0113793103769
2.3,0.9,4.964618926450987,790.9737186710867,5.0,642.4500000000097,5.0,642.4500000000096,4.454545454545454,732.2962809917657
2.3,1.0,4.999999999999998,790.9737186710867,5.0,642.4500000000097,5.0,642.4500000000096,5.0,716.7943298969337
2.3,1.1,5.0353810735490105,790.9737186710867,5.0,642.4500000000097,5.0,642.4500000000096,5.545454545454546,732.2962809917657
2.3,1.2,5.122905027932958,790.9737186710867,5.0,642.4500000000097,5.0,642.4500000000096,5.993103448275862,741.0113793103769
2.3,1.3,5.316279069767444,809.620437248172,5.0,659.9500000000136,5.0,659.9500000000137,6.455714285714286,758.5414285714647
2.3,1.4,6.081679389312978,809.620437248172,8.5,659.9500000000136,8.5,659.9500000000137,7.054838709677419,764.4774193548762
2.3,1.5,8.081578947368422,797.8968970867093,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.543181818181818,729.5113636363932
2.3,1.6,8.148555609051517,790.9737186710867,8.950000000000001,642.4500000000097,8.95,642.4500000000096,8.704639175257732,716.7943298969337
2.3,1.7,8.148555609051517,790.9737186710867,8.950000000000001,642.4500000000097,8.95,642.4500000000096,8.704639175257732,716.7943298969337
2.3,1.8,8.148555609051517,790.9737186710867,8.950000000000001,642.4500000000097,8.95,642.4500000000096,8.704639175257732,716.7943298969337
2.3,1.9,8.148555609051517,790.9737186710867,8.950000000000001,642.4500000000097,8.95,642.4500000000096,8.704639175257732,716.7943298969337
2.3,2.0,8.148555609051517,790.9737186710867,8.950000000000001,642.4500000000097,8.95,642.4500000000096,8.704639175257732,716.7943298969337
2.4,0.0,1.8305164319248826,780.7956606262585,1.0,639.9500000000091,1.0,639.9500000000091,1.2375,704.9500000000239
2.4,0.1,1.8305164319248826,780.7956606262585,1.0,639.9500000000091,1.0,639.9500000000091,1.2375,704.9500000000239
2.4,0.2,1.8305164319248826,780.7956606262585,1.0,639.9500000000091,1.0,639.9500000000091,1.2375,704.9500000000239
2.4,0.3,1.8305164319248826,780.7956606262585,1.0,639.9500000000091,1.0,639.9500000000091,1.2375,704.9500000000239
2.4,0.4,1.8305164319248826,780.7956606262585,1.0,639.9500000000091,1.0,639.9500000000091,1.2375,704.9500000000239
2.4,0.5,1.9184210526315795,789.8413812256988,1.25,649.9500000000114,1.25,649.9500000000114,1.45,721.378571428599
2.4,0.6,3.9183206106870214,801.7954039671021,1.5,659.9500000000136,1.5,659.9500000000137,2.9899999999999998,759.9500000000364
2.4,0.7,4.683720930232558,801.7954039671021,5.0,659.9500000000136,5.0,659.9500000000137,3.5590909090909086,749.950000000034
2.4,0.8,4.880046403712296,780.7956606262585,5.0,639.9500000000091,5.0,639.9500000000091,4.000000000000001,733.2833333333638
2.4,0.9,4.965484633569739,780.7956606262585,5.0,639.9500000000091,5.0,639.9500000000091,4.449999999999999,722.950000000028
2.4,1.0,5.0,780.7956606262585,5.0,639.9500000000091,5.0,639.9500000000091,5.0,704.9500000000239
2.4,1.1,5.034515366430259,780.7956606262585,5.0,639.9500000000091,5.0,639.9500000000091,5.550000000000001,722.9500000000281
2.4,1.2,5.119953596287699,780.7956606262585,5.0,639.9500000000091,5.0,639.9500000000091,6.0,733.2833333333638
2.4,1.3,5.316279069767444,801.7954039671021,5.0,659.9500000000136,5.0,659.9500000000137,6.440909090909091,749.9500000000342
2.4,1.4,6.081679389312978,801.7954039671021,8.5,659.9500000000136,8.5,659.9500000000137,7.009999999999999,759.9500000000364
2.4,1.5,8.081578947368422,789.8413812256988,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.549999999999999,721.378571428599
2.4,1.6,8.169483568075112,780.7956606262585,9.0,639.9500000000091,9.0,639.9500000000091,8.7625,704.9500000000239
2.4,1.7,8.169483568075112,780.7956606262585,9.0,639.9500000000091,9.0,639.9500000000091,8.7625,704.9500000000239
2.4,1.8,8.169483568075112,780.7956606262585,9.0,639.9500000000091,9.0,639.9500000000091,8.7625,704.9500000000239
2.4,1.9,8.169483568075112,780.7956606262585,9.0,639.9500000000091,9.0,639.9500000000091,8.7625,704.9500000000239
2.4,2.0,8.169483568075112,780.7956606262585,9.0,639.9500000000091,9.0,639.9500000000091,8.7625,704.9500000000239
2.5,0.0,1.810300527643955,769.0224270282694,0.9,637.4500000000086,0.9,637.4500000000085,1.1421052631578947,692.7236842105473
2.5,0.1,1.810300527643955,769.0224270282694,0.9,637.4500000000086,0.9,637.4500000000085,1.1421052631578947,692.7236842105473
2.5,0.2,1.810300527643955,769.0224270282694,0.9,637.4500000000086,0.9,637.4500000000085,1.1421052631578947,692.7236842105473
2.5,0.3,1.810300527643955,769.0224270282694,0.9,637.4500000000086,0.9,637.4500000000085,1.1421052631578947,692.7236842105473
2.5,0.4,1.8305164319248826,770.9069909721704,1.0,639.9500000000091,1.0,639.9500000000091,1.2282608695652175,696.4826086956742
2.5,0.5,1.9184210526315795,779.9639872025595,1.25,649.9500000000114,1.25,649.9500000000114,1.4500000000000002,712.4625000000257
2.5,0.6,3.9183206106870214,792.0130766532187,1.5,659.9500000000136,1.5,659.9500000000137,2.973214285714286,749.9678571428914
2.5,0.7,4.683720930232558,792.0130766532188,5.0,659.9500000000136,5.0,659.9500000000137,3.5806451612903225,740.2887096774514
2.5,0.8,4.880046403712297,770.9069909721705,5.05,639.9500000000091,5.05,639.9500000000091,4.063235294117647,723.4941176470869
2.5,0.9,4.966254478215648,769.0224270282694,5.0,637.4500000000086,5.0,637.4500000000085,4.445378151260504,713.3407563025469
2.5,1.0,4.999999999999999,769.0224270282694,5.0,637.4500000000086,5.0,637.4500000000085,5.0,692.7236842105473
2.5,1.1,5.033745521784351,769.0224270282694,5.0,637.4500000000086,5.0,637.4500000000085,5.5546218487394965,713.3407563025469
2.5,1.2,5.119953596287701,770.9069909721705,5.05,639.9500000000091,5.05,639.9500000000091,5.989705882352941,723.4941176470869
2.5,1.3,5.316279069767444,792.0130766532188,5.0,659.9500000000136,5.0,659.9500000000137,6.419354838709678,740.2887096774513
2.5,1.4,6.081679389312978,792.0130766532188,8.5,659.9500000000136,8.5,659.9500000000137,7.026785714285714,749.9678571428914
2.5,1.5,8.081578947368422,779.9639872025595,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.55,712.4625000000257
2.5,1.6,8.169483568075112,770.9069909721705,9.0,639.9500000000091,9.0,639.9500000000091,8.771739130434783,696.4826086956741
2.5,1.7,8.189699472356045,769.0224270282694,9.1,637.4500000000086,9.100000000000001,637.4500000000085,8.857894736842107,692.7236842105473
2.5,1.8,8.189699472356045,769.0224270282694,9.1,637.4500000000086,9.100000000000001,637.4500000000085,8.857894736842107,692.7236842105473
2.5,1.9,8.189699472356045,769.0224270282694,9.1,637.4500000000086,9.100000000000001,637.4500000000085,8.857894736842107,692.7236842105473
2.5,2.0,8.189699472356045,769.0224270282694,9.1,637.4500000000086,9.100000000000001,637.4500000000085,8.857894736842107,692.7236842105473
2.6,0.0,1.790880503144654,755.3224991685091,0.8500000000000001,634.950000000008,0.8500000000000001,634.950000000008,1.0712765957446808,680.0648936170395
2.6,0.1,1.790880503144654,755.3224991685091,0.8500000000000001,634.950000000008,0.8500000000000001,634.950000000008,1.0712765957446808,680.0648936170395
2.6,0.2,1.790880503144654,755.3224991685091,0.8500000000000001,634.950000000008,0.8500000000000001,634.950000000008,1.0712765957446808,680.0648936170395
2.6,0.3,1.790880503144654,755.3224991685091,0.8500000000000001,634.950000000008,0.8500000000000001,634.950000000008,1.0712765957446808,680.0648936170395
2.6,0.4,1.8305164319248826,758.8862694509395,1.0,639.9500000000091,1.0,639.9500000000091,1.209090909090909,687.2318181818381
2.6,0.5,1.9184210526315795,767.7895892197348,1.25,649.9500000000114,1.25,649.9500000000114,1.4394736842105262,702.5921052631813
2.6,0.6,3.9183206106870214,779.7090078830995,1.5,659.9500000000136,1.5,659.9500000000137,2.946153846153846,738.4269230769545
2.6,0.7,4.683720930232558,779.7090078830996,5.0,659.9500000000136,5.0,659.9500000000137,3.598275862068965,729.2741379310639
2.6,0.8,4.880046403712297,758.8862694509395,5.05,639.9500000000091,5.05,639.9500000000091,4.109375,712.4625000000257
2.6,0.9,4.9669458908761595,755.3224991685091,5.0,634.950000000008,5.0,634.950000000008,4.440677966101695,703.4313559322269
2.6,1.0,4.999999999999999,755.3224991685091,5.0,634.950000000008,5.0,634.950000000008,5.0,680.0648936170395
2.6,1.1,5.033054109123839,755.3224991685091,5.0,634.950000000008,5.0,634.950000000008,5.559322033898306,703.431355932227
2.6,1.2,5.119953596287701,758.8862694509395,5.05,639.9500000000091,5.05,639.9500000000091,5.9468749999999995,712.4625000000257
2.6,1.3,5.316279069767444,779.7090078830996,5.0,659.9500000000136,5.0,659.9500000000137,6.401724137931034,729.2741379310639
2.6,1.4,6.081679389312978,779.7090078830996,8.5,659.9500000000136,8.5,659.9500000000137,7.053846153846154,738.4269230769546
2.6,1.5,8.081578947368422,767.7895892197348,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.560526315789474,702.5921052631813
2.6,1.6,8.169483568075112,758.8862694509395,9.0,639.9500000000091,9.0,639.9500000000091,8.790909090909091,687.231818181838
2.6,1.7,8.20911949685535,755.3224991685091,9.15,634.950000000008,9.15,634.950000000008,8.928723404255319,680.0648936170395
2.6,1.8,8.20911949685535,755.3224991685091,9.15,634.950000000008,9.15,634.950000000008,8.928723404255319,680.0648936170395
2.6,1.9,8.20911949685535,755.3224991685091,9.15,634.950000000008,9.15,634.950000000008,8.928723404255319,680.0648936170395
2.6,2.0,8.20911949685535,755.3224991685091,9.15,634.950000000008,9.15,634.950000000008,8.928723404255319,680.0648936170395
2.7,0.0,1.7722846441947566,739.2620515395964,0.7999999999999999,632.4500000000073,0.8,632.4500000000073,0.9870967741935482,666.9661290322731
2.7,0.1,1.7722846441947566,739.2620515395964,0.7999999999999999,632.4500000000073,0.8,632.4500000000073,0.9870967741935482,666.9661290322731
2.7,0.2,1.7722846441947566,739.2620515395964,0.7999999999999999,632.4500000000073,0.8,632.4500000000073,0.9870967741935482,666.9661290322731
2.7,0.3,1.7722846441947566,739.2620515395964,0.7999999999999999,632.4500000000073,0.8,632.4500000000073,0.9870967741935482,666.9661290322731
2.7,0.4,1.8305164319248826,744.1725773919145,1.0,639.9500000000091,1.0,639.9500000000091,1.1785714285714284,677.0928571428747
2.7,0.5,1.9184210526315795,752.6620566531778,1.25,649.9500000000114,1.25,649.9500000000114,1.4166666666666665,691.6166666666875
2.7,0.6,3.9183206106870214,764.0785577536693,1.5,659.9500000000136,1.5,659.9500000000137,2.9062499999999996,724.9500000000285
2.7,0.7,4.683720930232558,764.0785577536695,5.0,659.9500000000136,5.0,659.9500000000137,3.6111111111111107,716.6166666666933
2.7,0.8,4.880046403712297,744.1725773919145,5.05,639.9500000000091,5.05,639.9500000000091,4.155,699.9500000000229
2.7,0.9,4.967566366766634,739.2620515395964,5.0,632.4500000000073,5.0,632.4500000000073,4.435897435897436,693.2192307692519
2.7,1.0,5.0,739.2620515395964,5.0,632.4500000000073,5.0,632.4500000000073,4.999999999999999,666.9661290322731
2.7,1.1,5.032433633233366,739.2620515395964,5.0,632.4500000000073,5.0,632.4500000000073,5.564102564102564,693.2192307692518
2.7,1.2,5.119953596287701,744.1725773919145,5.05,639.9500000000091,5.05,639.9500000000091,5.905,699.9500000000229
2.7,1.3,5.316279069767444,764.0785577536695,5.0,659.9500000000136,5.0,659.9500000000137,6.388888888888889,716.6166666666933
2.7,1.4,6.081679389312978,764.0785577536695,8.5,659.9500000000136,8.5,659.9500000000137,7.09375,724.9500000000286
2.7,1.5,8.081578947368422,752.6620566531778,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.583333333333332,691.6166666666875
2.7,1.6,8.169483568075112,744.1725773919145,9.0,639.9500000000091,9.0,639.9500000000091,8.821428571428571,677.0928571428747
2.7,1.7,8.227715355805243,739.2620515395964,9.200000000000001,632.4500000000073,9.2,632.4500000000073,9.01290322580645,666.9661290322731
2.7,1.8,8.227715355805243,739.2620515395964,9.200000000000001,632.4500000000073,9.2,632.4500000000073,9.01290322580645,666.9661290322731
2.7,1.9,8.227715355805243,739.2620515395964,9.200000000000001,632.4500000000073,9.2,632.4500000000073,9.01290322580645,666.9661290322731
2.7,2.0,8.227715355805243,739.2620515395964,9.200000000000001,632.4500000000073,9.2,632.4500000000073,9.01290322580645,666.9661290322731
2.8,0.0,1.7545454545454549,720.2623542126357,0.75,629.9500000000068,0.75,629.9500000000069,0.8847826086956523,653.4326086956644
2.8,0.1,1.7545454545454549,720.2623542126357,0.75,629.9500000000068,0.75,629.9500000000069,0.8847826086956523,653.4326086956644
2.8,0.2,1.7545454545454549,720.2623542126357,0.75,629.9500000000068,0.75,629.9500000000069,0.8847826086956523,653.4326086956644
2.8,0.3,1.7545454545454549,720.2623542126357,0.75,629.9500000000068,0.75,629.9500000000069,0.8847826086956523,653.4326086956644
2.8,0.4,1.8305164319248826,725.9892723252909,1.0,639.9500000000091,1.0,639.9500000000091,1.13,665.955000000015
2.8,0.5,1.9184210526315795,733.6490134175218,1.25,649.9500000000114,1.25,649.9500000000114,1.373529411764706,679.3676470588416
2.8,0.6,3.9183206106870214,743.9339562009047,1.5,659.9500000000136,1.5,659.9500000000137,2.8454545454545457,709.0500000000247
2.8,0.7,4.683720930232558,743.9339562009047,5.0,659.9500000000136,5.0,659.9500000000137,3.614,701.9580000000234
2.8,0.8,4.880046403712297,725.9892723252909,5.05,639.9500000000091,5.05,639.9500000000091,4.196428571428572,685.6714285714481
2.8,0.9,4.968122270742356,720.2623542126357,5.000000000000001,629.9500000000068,5.0,629.9500000000069,4.5125,674.9571428571601
2.8,1.0,5.0,720.2623542126357,5.000000000000001,629.9500000000068,5.0,629.9500000000069,5.0,653.4326086956644
2.8,1.1,5.0318777292576415,720.2623542126357,5.000000000000001,629.9500000000068,5.0,629.9500000000069,5.487500000000001,674.9571428571601
2.8,1.2,5.119953596287701,725.9892723252909,5.05,639.9500000000091,5.05,639.9500000000091,5.867857142857143,685.6714285714481
2.8,1.3,5.316279069767444,743.9339562009047,5.0,659.9500000000136,5.0,659.9500000000137,6.386,701.9580000000234
2.8,1.4,6.081679389312978,743.9339562009047,8.5,659.9500000000136,8.5,659.9500000000137,7.154545454545454,709.050000000025
2.8,1.5,8.081578947368422,733.6490134175218,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.626470588235293,679.3676470588416
2.8,1.6,8.169483568075112,725.9892723252909,9.0,639.9500000000091,9.0,639.9500000000091,8.87,665.955000000015
2.8,1.7,8.245454545454548,720.2623542126357,9.25,629.9500000000068,9.25,629.9500000000069,9.115217391304347,653.4326086956644
2.8,1.8,8.245454545454548,720.2623542126357,9.25,629.9500000000068,9.25,629.9500000000069,9.115217391304347,653.4326086956644
2.8,1.9,8.245454545454548,720.2623542126357,9.25,629.9500000000068,9.25,629.9500000000069,9.115217391304347,653.4326086956644
2.8,2.0,8.245454545454548,720.2623542126357,9.25,629.9500000000068,9.25,629.9500000000069,9.115217391304347,653.4326086956644
2.9,0.0,1.7377716233489562,697.5340965369182,0.6500000000000001,627.4500000000063,0.65,627.4500000000062,0.726923076923077,639.4302197802288
2.9,0.1,1.7377716233489562,697.5340965369182,0.6500000000000001,627.4500000000063,0.65,627.4500000000062,0.726923076923077,639.4302197802288
2.9,0.2,1.7377716233489562,697.5340965369182,0.6500000000000001,627.4500000000063,0.65,627.4500000000062,0.726923076923077,639.4302197802288
2.9,0.3,1.7545454545454549,698.513688325828,0.75,629.9500000000068,0.75,629.9500000000069,0.8250000000000001,642.2250000000097
2.9,0.4,1.8305164319248826,703.2294374135917,1.0,639.9500000000091,1.0,639.9500000000091,1.073684210526316,653.6368421052755
2.9,0.5,1.9184210526315795,709.3795648338725,1.25,649.9500000000114,1.25,649.9500000000114,1.3218750000000001,665.578125000015
2.9,0.6,3.9183206106870214,717.4457038638207,1.5,659.9500000000136,1.5,659.9500000000137,2.7699999999999996,689.9550000000204
2.9,0.7,4.683720930232558,717.4457038638209,5.0,659.9500000000136,5.0,659.9500000000137,3.615217391304348,684.7369565217585
2.9,0.8,4.880046403712297,703.2294374135917,5.05,639.9500000000091,5.05,639.9500000000091,4.242307692307692,669.1846153846312
2.9,0.9,4.968612275610019,697.5340965369182,5.0,627.4500000000063,5.0,627.4500000000062,4.594392523364486,654.8369158878629
2.9,1.0,4.999999999999999,697.5340965369182,5.0,627.4500000000063,5.0,627.4500000000062,5.000000000000001,639.4302197802288
2.9,1.1,5.0313877243899805,697.5340965369182,5.0,627.4500000000063,5.0,627.4500000000062,5.405607476635514,654.8369158878628
2.9,1.2,5.119953596287701,703.2294374135917,5.05,639.9500000000091,5.05,639.9500000000091,5.8269230769230775,669.1846153846312
2.9,1.3,5.316279069767444,717.4457038638209,5.0,659.9500000000136,5.0,659.9500000000137,6.384782608695653,684.7369565217585
2.9,1.4,6.081679389312978,717.4457038638209,8.5,659.9500000000136,8.5,659.9500000000137,7.2299999999999995,689.9550000000206
2.9,1.5,8.081578947368422,709.3795648338725,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.678125000000001,665.578125000015
2.9,1.6,8.169483568075112,703.2294374135917,9.0,639.9500000000091,9.0,639.9500000000091,8.926315789473685,653.6368421052754
2.9,1.7,8.245454545454548,698.513688325828,9.25,629.9500000000068,9.25,629.9500000000069,9.175,642.2250000000097
2.9,1.8,8.262228376651043,697.5340965369182,9.35,627.4500000000063,9.350000000000001,627.4500000000062,9.273076923076925,639.4302197802288
2.9,1.9,8.262228376651043,697.5340965369182,9.35,627.4500000000063,9.350000000000001,627.4500000000062,9.273076923076925,639.4302197802288
2.9,2.0,8.262228376651043,697.5340965369182,9.35,627.4500000000063,9.350000000000001,627.4500000000062,9.273076923076925,639.4302197802288
3.0,0.0,1.721965560688786,669.9719978675198,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057
3.0,0.1,1.721965560688786,669.9719978675198,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057
3.0,0.2,1.721965560688786,669.9719978675198,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057,0.6000000000000001,624.9500000000057
3.0,0.3,1.7545454545454549,671.2546328335258,0.75,629.9500000000068,0.75,629.9500000000069,0.7499999999999999,629.9500000000069
3.0,0.4,1.8305164319248826,674.2591812447937,1.0,639.9500000000091,1.0,639.9500000000091,1.0,639.9500000000091
3.0,0.5,1.9184210526315795,677.7518493835388,1.25,649.9500000000114,1.25,649.9500000000114,1.25,649.9500000000114
3.0,0.6,3.9183206106870214,681.6411433926897,1.5,659.9500000000136,1.5,659.9500000000137,2.6666666666666665,666.6166666666819
3.0,0.7,4.683720930232558,681.64114339269,5.0,659.9500000000136,5.0,659.9500000000137,3.6071428571428568,664.235714285729
3.0,0.8,4.880046403712297,674.2591812447937,5.05,639.9500000000091,5.05,639.9500000000091,4.2875,649.9500000000114
3.0,0.9,4.969048123807505,669.9719978675198,5.000000000000001,624.9500000000057,5.0,624.9500000000057,4.676470588235294,632.5970588235369
3.0,1.0,5.0,669.9719978675198,5.000000000000001,624.9500000000057,5.0,624.9500000000057,5.0,624.9500000000057
3.0,1.1,5.0309518761924945,669.9719978675198,5.000000000000001,624.9500000000057,5.0,624.9500000000057,5.323529411764706,632.5970588235368
3.0,1.2,5.119953596287701,674.2591812447937,5.05,639.9500000000091,5.05,639.9500000000091,5.7875,649.9500000000114
3.0,1.3,5.316279069767444,681.64114339269,5.0,659.9500000000136,5.0,659.9500000000137,6.392857142857142,664.235714285729
3.0,1.4,6.081679389312978,681.64114339269,8.5,659.9500000000136,8.5,659.9500000000137,7.333333333333333,666.6166666666819
3.0,1.5,8.081578947368422,677.7518493835388,8.750000000000002,649.9500000000114,8.75,649.9500000000114,8.75,649.9500000000114
3.0,1.6,8.169483568075112,674.2591812447937,9.0,639.9500000000091,9.0,639.9500000000091,9.0,639.9500000000091
3.0,1.7,8.245454545454548,671.2546328335258,9.25,629.9500000000068,9.25,629.9500000000069,9.25,629.9500000000069
3.0,1.8,8.278034439311213,669.9719978675198,9.400000000000002,624.9500000000057,9.4,624.9500000000057,9.4,624.9500000000057
3.0,1.9,8.278034439311213,669.9719978675198,9.400000000000002,624.9500000000057,9.4,624.9500000000057,9.4,624.9500000000057
3.0,2.0,8.278034439311213,669.9719978675198,9.400000000000002,624.9500000000057,9.4,624.9500000000057,9.4,624.9500000000057
3.1,0.0,1.7071724709784408,669.3934312525499,0.5500000000000002,622.4500000000052,0.55,622.450000000005,0.55,622.450000000005
3.1,0.1,1.7071724709784408,669.3934312525499,0.5500000000000002,622.4500000000052,0.55,622.450000000005,0.55,622.450000000005
3.1,0.2,1.7071724709784408,669.3934312525499,0.5500000000000002,622.4500000000052,0.55,622.450000000005,0.55,622.450000000005
3.1,0.3,1.7545454545454549,671.2546328335258,0.75,629.9500000000068,0.75,629.9500000000069,0.7499999999999999,629.9500000000069
3.1,0.4,1.8305164319248826,674.2591812447937,1.0,639.9500000000091,1.0,639.9500000000091,1.0,639.9500000000091
3.1,0.5,1.9184210526315795,677.7518493835388,1.25,649.9500000000114,1.25,649.9500000000114,1.25,649.9500000000114
3.1,0.6,3.9183206106870214,681.6411433926897,1.5,659.9500000000136,1.5,659.9500000000137,2.6666666666666665,666.6166666666819
